orbital_period,impact_parameter,transit_duration,transit_depth,planet_radius,planet_star_radius_ratio,stellar_teff,stellar_logg,stellar_radius,stellar_mass,stellar_density,stellar_magnitude,label
444.04257,0.062,10.9,417.4,1.48,0.018717,5776.0,4.622,0.726,0.807,3.03991,14.795,0
12.5748872,0.035,3.549,731.0,1.03,0.024352,3552.0,4.867,0.387,0.406,2.54701,14.94,0
484.172005,0.3737,4.566,518.2,2.38,0.02095,5858.0,4.456,1.04,1.126,36.77928,13.881,0
277.77499,0.6035,7.07,1078.0,2.48,0.031074,4949.0,4.561,0.73,0.708,3.87244,15.058,0
561.08191,0.4298,14.94,229.1,1.93,0.014082,6014.0,4.264,1.258,1.06,1.09934,12.602,0
211.330867,0.055,4.66,531.0,2.09,0.02104,5941.0,4.519,0.911,1.001,18.71166,15.27,0
28.615014,0.505,24.74,70.5,1.69,0.00781,5562.0,3.925,1.987,1.213,0.01071,14.091,0
105.5904748,0.743,2.188,292.4,8.16,0.017042,4869.0,3.193,4.383,1.094,28.43819,11.653,0
3.017155419,1.231,13.3898,1381.8,38.71,0.272272,5893.0,4.175,1.302,0.926,0.00526,13.871,0
94.818136,0.5,83.31,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,8e-05,10.866,0
52.6727624,0.1764,3.039,248.0,1.64,0.014484,6184.0,4.448,1.038,1.1,15.78948,15.101,0
34.4886903,0.5544,1.22,59.9,0.71,0.007339,5629.0,4.487,0.886,0.878,95.18728,12.157,0
2.6228301,0.488,7.29719,409710.0,70.62,0.654553,6233.0,4.472,0.988,1.054,0.24481,15.768,0
222.068928,0.1522,1.938,643.0,29.97,0.022792,5221.0,2.766,12.042,3.083,266.09683,12.552,0
0.56493398,1.26,2.4385,2067.0,30.51,0.311105,5808.0,4.402,0.898,0.743,0.1737,14.784,0
246.12174,67.193,18.0,6847.0,7233.87,66.244209,5780.0,4.438,1.0,1.0,7.01276,13.671,0
159.05846,0.7004,10.08,194.3,1.54,0.013624,6365.0,4.411,1.033,1.002,0.51509,12.885,0
550.86514,0.027,14.548,346.5,2.06,0.016926,5912.0,4.367,1.115,1.056,1.5852,13.093,0
380.39474,0.1094,10.775,603.0,1.84,0.022564,5772.0,4.608,0.745,0.823,2.69491,15.326,0
419.21314,0.9597,6.385,2084.0,5.06,0.046343,5780.0,4.438,1.0,1.0,0.98386,11.0,0
350.98474,0.0886,14.49,600.0,1.97,0.022111,5473.0,4.537,0.816,0.837,1.02822,15.458,0
298.4688,0.1765,3.748,315.4,11.33,0.01599,5189.0,3.12,6.491,2.026,47.87599,11.454,0
12.5747207,0.588,2.896,323.3,1.45,0.0171,5654.0,4.59,0.774,0.865,2.50026,15.133,0
43.22793081,0.5,1.39,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.654,0
528.10984,0.2535,18.01,89.8,0.77,0.00865,5618.0,4.566,0.811,0.884,0.70968,12.143,0
63.12379762,0.5,1.87,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,15.008,0
358.54455552,0.5,11.46,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,13.044,0
119.669671,0.332,20.67,421.9,2.21,0.019092,6382.0,4.432,1.059,1.104,0.10227,15.493,0
598.31791,0.5712,16.07,283.2,1.27,0.015837,5216.0,4.613,0.735,0.819,0.72073,14.415,0
33.3726538,0.038,3.663,618.4,1.95,0.022464,5504.0,4.583,0.796,0.892,6.11103,15.986,0
18.40783671,0.5,1.55,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,14.628,0
143.163697,0.9527,4.854,390.3,20.03,0.023971,5145.0,3.05,7.653,2.394,0.55812,12.644,0
250.4858,0.3157,12.72,674.6,2.1,0.023579,5377.0,4.581,0.814,0.921,0.94847,15.433,0
401.38712,0.666,32.21,166.2,2.04,0.012456,5858.0,4.12,1.498,1.08,0.04495,12.616,0
49.312677,0.5998,4.057,1713.0,2.84,0.039015,4541.0,4.608,0.666,0.657,3.80355,16.609,0
288.94276,0.2515,11.43,160.6,1.05,0.011657,5786.0,4.463,0.827,0.724,1.53641,14.242,0
273.6857427,1.006,8.3881,15350.0,37.15,0.206159,6033.0,4.071,1.65,1.17,1.15165,15.233,0
28.1117095,0.1158,1.689,119.4,1.19,0.010928,5780.0,4.438,1.0,1.0,49.81074,13.855,0
17.745456135,1.049,4.0678,80258.0,116.14,0.479927,6337.0,3.826,2.216,1.2,2.53179,12.366,0
603.3102,0.3142,8.025,517.9,2.6,0.02114,6446.0,4.391,1.125,1.134,9.0303,13.911,0
7.20281185,0.028,2.8305,1832.6,3.06,0.039044,5388.0,4.56,0.717,0.681,3.00576,13.028,1
36.4772788,0.5298,2.092,463.0,1.65,0.020024,4910.0,4.545,0.755,0.73,22.2599,15.846,0
282.0309,0.3315,14.69,782.0,3.22,0.02593,6343.0,4.411,1.137,1.213,0.68607,14.81,0
179.25465,0.1755,22.35,272.4,1.35,0.015092,5692.0,4.496,0.82,0.77,0.13537,15.142,0
65.752109,0.109,6.854,382.5,2.0,0.01775,5816.0,4.432,1.03,1.047,1.78451,15.478,0
249.61377295,0.5,3.2,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,15.368,0
59.9655175,0.0853,1.89,310.1,1.92,0.015933,5729.0,4.372,1.105,1.048,77.73003,14.647,0
399.49671,0.0814,5.351,139.3,1.39,0.010841,6224.0,4.321,1.177,1.056,22.49468,12.796,0
112.951287,0.3936,4.284,555.6,15.19,0.02164,5215.0,3.073,6.428,1.782,10.1536,13.446,0
103.363691,0.5904,6.012,359.1,2.0,0.017948,5762.0,4.461,1.022,1.103,2.28781,14.505,0
251.958533,0.005,4.742,204.1,1.4,0.013004,5870.0,4.449,0.985,0.994,20.71074,12.289,0
276.879492,1.045,3.779,1762.0,11.67,0.11064,5324.0,4.396,0.966,0.846,2.32327,15.772,0
389.169027,0.2117,3.759,513.3,15.36,0.020338,5075.0,3.031,6.918,1.875,61.42824,13.443,0
418.04355,0.8391,10.777,481.6,13.73,0.02299,5110.0,3.184,5.469,1.668,0.56458,13.637,0
18.78970984,1.172,4.13997,40789.0,44.01,0.455936,6477.0,4.439,0.884,0.784,1.44288,15.115,0
0.915782856,1.209,2.24,301.0,32.86,0.225775,6318.0,4.256,1.333,1.168,0.05771,13.806,0
0.66882716,0.514,1.069,68.2,124.42,0.007591,3711.0,0.652,150.091,3.686,3.14203,11.598,0
370.05918,0.0166,11.86,669.8,1.9,0.023161,5228.0,4.592,0.751,0.806,2.00147,15.612,0
43.5428781,0.984,3.6768,5447.0,17.47,0.112095,6669.0,4.224,1.427,1.251,1.02423,15.223,0
19.4534296,0.046,4.873,149.0,1.25,0.011255,6372.0,4.453,1.015,1.066,1.46245,14.518,0
3.72273683,0.52,8.552,37.8,0.52,0.00579,5898.0,4.567,0.819,0.904,0.03517,13.945,0
3.7229369,0.896,10.57,65.2,0.46,0.008843,3724.0,4.767,0.48,0.492,0.00519,14.541,0
1.80455062,0.348,2.166,39.7,0.65,0.005837,6006.0,4.41,1.019,0.975,1.27991,13.73,0
10.1955065,0.5396,2.447,221.4,1.02,0.013967,5182.0,4.601,0.666,0.646,3.71819,15.05,0
232.916142,0.2313,7.037,64.8,1.2,0.007353,5807.0,4.108,1.496,1.046,5.31246,10.926,0
3.66115536,0.676,14.807,34.3,0.81,0.005691,6356.0,4.241,1.308,1.085,0.00602,13.164,0
267.282521,0.378,7.788,471.9,1.43,0.019731,4926.0,4.653,0.662,0.727,4.05503,13.725,1
16.9348104,0.471,3.408,346.3,1.31,0.01703,4650.0,4.589,0.706,0.704,2.64272,15.549,1
44.7055876,1.692,6.262,471.8,72.59,0.70871,5942.0,4.506,0.938,1.028,0.02228,15.253,0
57.3888262,0.876,3.543,344.4,1.88,0.020101,5242.0,4.512,0.856,0.869,1.54841,14.803,0
126.51457638,0.5,2.15,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.5,0
14.5168151,0.607,5.796,86.0,1.82,0.008853,5934.0,3.945,1.885,1.141,0.33003,13.698,0
225.43420422,0.5,13.02,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,15.166,0
359.98653,0.3719,3.866,671.0,1.76,0.0238,5171.0,4.626,0.677,0.706,45.58894,15.155,0
1.540399732,0.106,1.63,57.6,0.58,0.006825,5160.0,4.518,0.784,0.738,3.04028,13.328,0
1.540389045,0.136,1.8325,485.7,32.54,0.019664,4964.0,2.562,15.155,3.055,2.20679,13.561,0
1.540393027,0.343,1.75,526.2,2.17,0.021033,5466.0,4.396,0.946,0.813,2.18856,14.844,0
0.888045184,0.491,2.1961,90.6,2.04,0.008972,6316.0,3.908,2.087,1.285,0.53422,12.807,0
43.9311596,0.855,12.9395,9304.4,58.37,0.104163,4888.0,3.257,5.132,1.734,0.05848,12.776,0
494.62409,0.4064,8.36,307.0,1.04,0.015815,4302.0,4.647,0.604,0.589,5.75301,14.205,0
573.23826,0.0078,2.641,470.1,6.93,0.019438,5172.0,3.534,3.264,1.33,278.10907,13.815,0
314.765374,0.158,3.325,732.0,2.0,0.024308,5228.0,4.6,0.755,0.836,74.86334,15.578,0
110.75214125,0.5,2.09,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.372,0
121.1825045,0.5,2.97,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,13.476,0
78.60436061,0.828,4.65559,78104.0,34.8,0.323557,5938.0,4.427,0.985,0.947,7.24119,14.08,0
294.202469,0.0219,2.36,248.2,2.61,0.014617,6897.0,4.121,1.635,1.291,196.1396,11.733,0
588.10504,0.3168,15.474,326.6,1.77,0.016761,6214.0,4.457,0.965,0.972,1.2074,14.514,0
116.170346,0.6637,2.656,435.2,1.68,0.020167,5510.0,4.594,0.762,0.833,24.31622,15.232,0
452.30053,0.6613,5.918,809.0,2.29,0.027418,5396.0,4.599,0.766,0.859,8.94525,15.494,0
39.5931053,0.0044,2.306,156.6,1.22,0.011462,6046.0,4.486,0.972,1.053,28.19559,13.804,0
1.55935718,0.568,2.892,49.7,1.39,0.006719,6475.0,3.921,1.9,1.097,0.33479,13.357,0
100.629443,0.0726,1.708,355.7,1.75,0.017431,6351.0,4.513,0.921,1.008,178.06807,15.08,0
438.98396,0.546,9.62,745.2,32.58,0.025486,5053.0,2.77,11.706,2.939,2.71969,12.356,0
273.169948,0.3259,2.701,283.3,2.8,0.015514,5880.0,4.035,1.65,1.077,104.01533,13.831,0
14.5123622,0.927,4.163,355.8,2.08,0.021852,5094.0,4.469,0.87,0.813,0.13708,15.77,1
1.434200327,1.208,5.968,3097.3,44.76,0.273064,6911.0,4.038,1.501,0.897,0.02718,7.899,0
8.653098686,1.11,3.9071,60715.0,77.15,0.470693,6911.0,4.038,1.501,0.897,1.109,7.899,0
2.302365255,1.1,23.88,62160.0,63.06,0.469902,5948.0,4.269,1.229,1.025,0.01104,10.691,0
0.575445783,0.144,0.8463,29.3,1.3,0.004983,6215.0,3.802,2.396,1.327,8.03468,13.022,0
214.715417,0.981,34.146,5211.2,71.79,0.112845,5022.0,3.06,5.826,1.421,0.00661,12.391,0
23.0295222,1.173,7.96,548.2,20.81,0.198709,5877.0,4.445,0.959,0.936,0.00608,14.802,0
359.04147,1.28,14.04,3658.0,27.1,0.356517,4596.0,4.59,0.696,0.688,0.09831,14.96,0
0.52363021,0.549,3.45121,367100.0,52.26,0.642432,5407.0,4.535,0.745,0.694,0.64852,13.901,0
0.523632451,0.738,1.99,8.1,1.08,0.002812,8277.0,3.693,3.518,2.225,0.28455,10.061,0
492.25299,0.226,5.077,372.7,1.8,0.017612,5755.0,4.478,0.936,0.961,30.99751,13.465,0
293.5056071,1.341,3.4075,6824.0,48.59,0.442295,5455.0,4.381,1.006,0.887,9.38342,15.184,0
25.95247,0.4398,12.945,80.8,1.56,0.008482,7351.0,4.17,1.679,1.517,0.0757,13.357,0
4.34573349,0.512,2.246,73.5,0.86,0.008076,5967.0,4.43,0.976,0.936,2.12691,13.864,0
288.07937,0.0483,3.161,991.0,3.01,0.028528,5825.0,4.504,0.965,1.083,83.45161,15.212,0
484.58335927,0.5,3.2,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,13.999,0
288.285213,0.0503,5.343,378.1,2.2,0.017856,6171.0,4.337,1.127,1.004,16.74457,12.369,0
198.895864,0.0543,4.193,1779.0,3.33,0.037706,5184.0,4.502,0.808,0.756,25.33146,15.805,0
19.93826636,0.5,1.77,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,15.986,0
491.08027,0.4169,7.42,335.6,1.86,0.017054,5931.0,4.396,0.997,0.904,8.09444,14.427,0
3.350209754,9.666,4.43333,28325.0,1447.13,8.828863,6657.0,4.181,1.501,1.255,4.78071,11.494,0
628.592314,0.8176,3.603,393.7,6.99,0.020525,5058.0,3.497,3.117,1.114,25.82132,12.275,0
471.37787,0.0666,16.91,102.9,1.31,0.009206,5831.0,4.236,1.305,1.071,0.83899,11.985,0
52.69092296,0.5,2.31,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.358,0
425.22927,0.1812,6.76,829.0,1.4,0.026094,3803.0,4.755,0.492,0.502,11.95474,15.973,0
37.71508287,0.5,1.8,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,15.294,0
5.1779065,0.073,5.366,129.5,2.93,0.010359,5921.0,3.766,2.589,1.427,0.29201,14.326,0
474.22897,0.1936,13.05,475.2,2.0,0.019837,5818.0,4.523,0.925,1.039,1.80518,15.322,0
371.50631,0.0156,8.854,992.0,2.88,0.028498,5696.0,4.491,0.924,0.965,4.90913,15.392,0
606.91488768,0.5,5.96,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,13.532,0
5.24331899,0.778,11.137,106.8,0.83,0.010391,5430.0,4.613,0.735,0.823,0.01041,15.196,0
47.0320478,0.161,5.892,367.8,1.98,0.017222,5370.0,4.337,1.055,0.881,1.96539,14.904,1
10.31453308,1.276,3.6641,2004.1,29.6,0.323868,6335.0,4.455,0.837,0.728,0.08154,15.295,0
15.52861675,0.113,2.131,500.0,1.96,0.020363,5750.0,4.538,0.882,0.98,14.10552,15.598,0
53.501860974,0.431,5.25334,456780.0,55.23,0.676104,5436.0,4.587,0.748,0.79,13.2274,15.929,0
10.692230094,0.528,5.46939,376650.0,65.42,0.636665,6022.0,4.49,0.941,0.997,2.05585,15.507,0
1.60375114,0.54,1.498,51.0,0.82,0.006758,5818.0,4.292,1.116,0.891,2.51006,13.261,0
15.7397651,0.077,3.297,287.7,1.18,0.014954,4733.0,4.569,0.723,0.706,3.84152,15.281,0
117.26808432,0.5,2.2,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.501,0
73.3377984,0.978,9.029,114900.0,73.06,0.506463,7276.0,4.318,1.321,1.342,1.26611,13.559,0
282.159571,0.5987,5.069,196.3,3.09,0.013419,6677.0,3.92,2.108,1.351,9.99062,10.826,0
6.58729511,0.723,8.3582,127960.0,58.09,0.378369,5619.0,4.07,1.406,0.848,0.15843,14.035,0
459.23193,0.8765,17.722,418.7,2.64,0.021668,6067.0,4.307,1.116,0.922,0.10069,13.469,0
62.312419,0.3683,5.561,123.0,6.15,0.010025,4999.0,3.243,5.615,2.012,2.54189,13.172,0
25.9493253,0.655,12.17,354.5,1.04,0.018105,4835.0,4.758,0.526,0.578,0.05776,15.742,0
212.76701,0.3531,12.8,74.3,1.08,0.007976,6098.0,4.286,1.245,1.09,0.72044,12.045,0
386.62189,0.1616,17.72,193.2,1.44,0.012757,6085.0,4.412,1.033,1.006,0.58617,13.262,0
84.644104,0.178,48.182,512.0,34.61,0.020425,5229.0,2.486,15.517,2.688,0.00649,15.359,0
575.95408,0.0868,8.618,1210.0,2.92,0.031292,5398.0,4.508,0.854,0.857,8.23524,15.843,0
426.942225,0.2981,3.965,1209.0,2.32,0.031713,5126.0,4.623,0.669,0.685,55.6666,15.218,0
117.844963,0.4594,1.951,1043.0,2.52,0.02995,5317.0,4.595,0.769,0.859,104.82532,15.844,0
83.499618,0.341,16.03,501.0,1.72,0.020322,5141.0,4.526,0.773,0.731,0.15224,15.726,0
91.507044,0.1665,5.019,539.0,1.43,0.020947,5040.0,4.635,0.626,0.616,6.23723,14.969,0
188.664098,0.2033,5.179,960.0,2.02,0.027569,4788.0,4.599,0.672,0.655,11.70825,15.545,0
75.636309,0.2749,2.588,174.6,1.32,0.01218,6072.0,4.467,0.994,1.054,34.00891,13.825,0
24.614775,0.089,2.395,229.4,1.28,0.013761,5654.0,4.536,0.849,0.904,15.56835,14.346,0
1.21374744,0.831,5.79293,185130.0,96.19,0.544103,6791.0,4.137,1.619,1.32,0.17204,10.811,0
492.23808,0.0198,12.53,676.8,2.19,0.023522,5609.0,4.546,0.854,0.937,2.26143,15.502,0
198.6004,0.648,3.53,300.8,4.6,0.016695,5357.0,3.641,2.522,1.014,18.31077,13.183,0
372.30881,0.1243,3.874,535.2,2.09,0.021177,5966.0,4.519,0.904,0.987,56.22979,14.866,0
454.244158,0.0033,3.399,241.0,2.93,0.014333,6446.0,3.935,1.874,1.103,101.8148,12.055,0
112.48226,0.5181,1.923,195.7,1.37,0.013207,6089.0,4.495,0.95,1.031,88.13203,13.725,0
218.56734012,0.5,2.38,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,15.52,0
229.948531,0.35,1.813,154.2,1.09,0.011607,6225.0,4.537,0.861,0.931,278.30719,13.119,0
403.5637828,0.5,3.64,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,15.016,0
2.41172358,1.281,2.6311,3364.7,50.53,0.34742,6363.0,4.22,1.332,1.072,0.10645,14.777,0
92.9314146,0.5,2.35,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,14.844,0
103.22293786,0.5,2.63,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,14.125,0
5.71966537,0.1103,3.938,19.1,0.82,0.004029,6356.0,3.985,1.865,1.227,0.78869,11.331,0
209.06299275,0.823,10.0389,250910.0,72.26,0.64621,6130.0,4.42,1.024,1.005,5.05247,14.174,0
201.621794,0.1779,3.172,480.0,2.02,0.020086,5919.0,4.483,0.923,0.945,54.00488,15.169,0
70.335879746,1.04,4.65625,24418.0,29.56,0.280184,6081.0,4.478,0.966,1.022,2.45211,11.701,0
591.37382,0.1609,4.35,245.0,2.2,0.014498,6609.0,4.183,1.391,1.076,60.75671,12.913,0
559.28332,0.3058,4.245,1360.0,2.54,0.032776,4386.0,4.586,0.709,0.708,59.1899,15.669,0
24.6777128,0.6305,5.088,131.3,6.04,0.010928,4995.0,3.118,5.058,1.225,0.78056,13.434,0
113.05980069,0.5,19.03,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,13.43,0
136.355967,0.6066,3.17,165.1,1.42,0.01228,6077.0,4.408,1.058,1.042,19.27796,14.254,0
54.6957124,0.954,6.89,1096.0,3.28,0.039718,5299.0,4.535,0.757,0.715,0.10064,13.823,0
532.9307,0.4579,3.89,181.4,4.68,0.012704,7872.0,3.698,3.373,2.068,56.37023,13.103,0
169.84787744,0.5,2.82,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.687,0
284.699924,0.3145,3.709,371.1,2.0,0.017795,6054.0,4.425,1.028,1.023,42.67112,14.403,0
171.69799,0.2266,2.904,878.0,39.78,0.026632,5033.0,2.645,13.679,3.01,59.35321,13.318,0
444.89411,0.2991,7.937,363.0,4.7,0.017657,6195.0,3.753,2.439,1.23,6.90786,13.037,0
402.20969,0.3779,5.298,472.5,10.03,0.01975,4961.0,3.131,4.649,1.067,19.38816,13.66,0
229.86928,0.049,12.91,1659.0,9.57,0.037395,6065.0,3.763,2.344,1.162,1.00221,13.868,0
5.14108479,1.225,25.93,611.2,25.74,0.250457,5893.0,4.505,0.941,1.033,0.00154,15.525,0
179.27230765,0.5,2.21,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.752,0
584.55603,0.3282,3.671,346.7,6.69,0.016922,5208.0,3.458,3.62,1.37,88.85483,11.367,0
200.83849979,0.5,2.37,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.488,0
40.1043796,0.2029,3.471,187.3,1.5,0.012604,6174.0,4.374,1.089,1.02,7.90007,14.255,0
70.31252504,0.5,13.66,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,14.942,0
30.114681501,1.046,5.68713,87057.0,56.45,0.495187,6273.0,4.442,1.044,1.099,1.68462,14.482,0
69.775633,0.3519,9.205,140.9,1.19,0.011049,6224.0,4.413,0.983,0.91,0.64268,14.333,0
58.5029431,0.0062,1.633,117.0,1.54,0.010009,6525.0,4.215,1.412,1.196,116.7038,13.048,0
415.748785,0.1124,3.313,463.7,3.24,0.019329,5324.0,4.027,1.534,0.912,100.24682,14.03,0
36.1826854,1.267,4.2546,9471.7,56.41,0.391033,5696.0,4.151,1.321,0.901,0.75186,14.824,0
24.1527864,0.175,4.451,78.1,0.97,0.008131,6223.0,4.392,1.095,1.073,2.26207,13.664,0
11.1734401,0.268,4.545,61.3,1.4,0.007326,7372.0,4.142,1.752,1.552,0.92097,13.335,0
472.2265706,0.876,4.8732,156140.0,48.18,0.523956,5763.0,4.557,0.842,0.937,66.67567,15.911,0
428.379308,0.7102,4.066,386.6,2.0,0.019261,5574.0,4.381,0.953,0.798,21.00408,14.105,0
1.507099289,1.265,4.8361,1282.0,26.56,0.303615,5762.0,4.576,0.801,0.892,0.02706,15.542,0
253.652263,20.7849,3.85,26456.0,1169.79,19.948524,3960.0,4.721,0.537,0.553,668.9823,15.921,0
392.72811,0.4505,12.48,499.7,1.85,0.020827,5701.0,4.558,0.815,0.877,1.30918,15.033,0
128.66825288,0.5,2.67,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,10.719,0
485.57785,0.5739,6.67,853.0,2.18,0.027518,5255.0,4.616,0.727,0.8,8.55051,15.857,0
374.05697,0.1026,22.53,961.1,2.34,0.027834,5302.0,4.595,0.771,0.865,0.29497,15.583,0
643.4528,0.1952,9.346,585.1,2.03,0.021969,5649.0,4.553,0.845,0.93,6.71109,14.984,0
339.633833,0.111,8.859,517.8,2.04,0.020722,5823.0,4.522,0.901,0.984,4.30363,14.699,0
1.061934307,1.181,3.211,264.8,18.7,0.197293,5853.0,4.544,0.868,0.961,0.0357,14.286,0
9.5497037,0.028,1.881,706.7,1.45,0.02333,3705.0,4.683,0.569,0.57,12.95419,15.467,0
140.884533,0.013,10.245,158.0,1.52,0.011447,5960.0,4.306,1.213,1.087,1.14312,13.06,0
77.138911,0.981,7.229,603.3,3.39,0.03408,5778.0,4.531,0.911,1.028,0.06047,14.457,0
100.494129,0.0813,2.679,57.6,1.33,0.006966,6018.0,4.036,1.75,1.24,44.58762,11.484,0
182.453195,0.0792,2.721,184.0,1.26,0.012479,6164.0,4.483,0.927,0.952,78.56284,13.872,0
0.536551592,1.102,4.89,153.2,12.88,0.114871,6140.0,4.455,1.027,1.094,0.09156,15.668,0
68.54443156,0.5,2.05,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,11.197,0
130.110715,0.1883,2.227,251.9,1.32,0.014599,5960.0,4.561,0.828,0.91,98.49214,14.241,0
242.484764,0.1785,6.451,361.7,1.58,0.017505,6068.0,4.568,0.829,0.926,7.65749,14.96,0
383.26217,0.1407,4.84,448.4,1.57,0.018923,5074.0,4.536,0.761,0.725,29.26973,14.06,0
178.266978,0.886,5.276,1857.0,3.71,0.047601,4899.0,4.624,0.713,0.818,1.78479,15.518,0
385.593209,0.5548,2.799,282.9,2.37,0.01597,6205.0,4.194,1.358,1.05,91.47779,13.927,0
215.737826,0.916,7.257,8476.0,8.71,0.110112,4889.0,4.574,0.724,0.718,1.17188,15.705,0
507.48249,0.7261,8.19,232.1,1.22,0.015008,5227.0,4.541,0.744,0.701,2.77942,12.941,0
30.9771151,0.5092,3.188,125.0,4.3,0.010402,5197.0,3.453,3.784,1.483,5.36151,13.785,0
19.11280242,0.5,1.58,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,15.952,0
30.2111162,0.0666,4.202,92.6,4.44,0.008594,5132.0,3.321,4.732,1.71,3.50012,13.514,0
76.377855,0.577,4.809,11004.0,6.28,0.098439,3869.0,4.674,0.584,0.587,4.73314,16.595,1
55.249007325,0.785,5.15147,205670.0,60.79,0.550113,6063.0,4.476,1.012,1.117,8.1356,14.925,0
14.2673439,0.042,3.171,217.5,1.21,0.013275,5475.0,4.567,0.837,0.944,3.91712,15.181,0
22.52907,0.3668,1.373,327.1,1.39,0.016592,5284.0,4.594,0.769,0.855,62.58418,15.607,0
66.247851,0.2847,4.04,666.0,16.67,0.023423,5214.0,3.109,6.519,1.996,8.05262,13.234,0
370.91308,0.3443,17.655,270.3,1.74,0.015153,5892.0,4.386,1.054,0.985,0.49506,13.648,0
360.64485255,0.5,11.19,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,13.579,0
7.41505161,0.979,2.061,937.0,91.09,0.045667,4989.0,2.442,18.266,3.366,0.35748,13.56,0
2.742590902,0.473,10.4143,680400.0,176.4,0.947432,7072.0,4.129,1.705,1.428,0.15973,16.267,0
541.04472,0.2387,12.47,181.5,1.08,0.01238,5829.0,4.575,0.802,0.879,2.2418,13.607,0
514.271499,0.2032,3.46,688.9,3.01,0.024231,6343.0,4.411,1.137,1.213,105.98019,14.848,0
571.14302,0.5041,10.06,531.3,2.22,0.021513,5751.0,4.514,0.943,1.06,3.3174,14.851,0
216.453511,0.0052,3.321,1137.0,2.91,0.030325,5385.0,4.46,0.878,0.81,54.50512,15.638,0
37.0488669,0.5,2.48,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,14.042,0
540.39267,0.3683,9.233,1780.0,3.63,0.038802,5693.0,4.551,0.856,0.95,5.30607,15.959,0
542.16158927,0.5,8.77,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,14.043,0
190.905243,0.3708,2.529,227.1,1.73,0.014009,6098.0,4.321,1.131,0.976,83.66138,13.574,0
11.0153889,1.287,2.666,3446.0,65.27,0.356193,5515.0,3.899,1.678,0.813,0.3866,14.333,0
28.34230575,0.5,1.65,1260.0,3.97,0.024231,5718.0,4.412,1.028,0.96,1.0336105,12.74,0
231.521608,0.5303,2.819,478.7,1.96,0.020542,5695.0,4.545,0.872,0.971,57.75943,14.821,0
180.890384,0.3417,1.901,205.3,2.47,0.013431,7037.0,4.136,1.683,1.417,192.89667,13.61,0
60.0546149,0.3355,3.435,326.1,5.24,0.016457,5242.0,3.606,2.917,1.253,11.04239,13.571,0
20.5142642,0.256,3.524,153.2,1.14,0.011132,5221.0,4.422,0.936,0.843,3.70342,14.9,0
495.854189,0.031,8.65,548.6,2.41,0.021121,5613.0,4.378,1.044,0.948,6.87591,14.712,0
2.037453129,0.611,5.43155,315910.0,136.3,0.607064,6456.0,3.906,2.056,1.244,0.38558,12.22,0
318.25858,0.0281,4.39,756.0,2.03,0.02448,5108.0,4.596,0.759,0.833,34.18729,15.714,0
184.883155,0.3074,3.025,304.1,2.82,0.015929,5620.0,4.036,1.621,1.042,51.16256,13.609,0
11.006795,0.66,5.112,146.4,1.34,0.011693,6091.0,4.424,1.047,1.058,0.31544,15.355,0
177.37583,0.0539,21.14,459.7,1.96,0.019514,5849.0,4.517,0.919,1.014,0.16714,15.609,0
35.164087,1.227,86.05,1528.9,62.03,0.272181,5485.0,3.82,2.087,1.049,7e-05,13.945,0
